104.071478	30.663951
104.1126237	30.71298163
104.0674669	30.53461986
104.0891182	30.68376075
104.0527146	30.6778554
104.0131154	30.64550562
104.1533696	30.5908248
104.0154339	30.6700633
104.0398504	30.6225877
104.0601616	30.63882647
104.0531496	30.58336183
104.0689837	30.65541021
103.9564998	30.67704485
104.0458955	30.69428081
104.0667889	30.77112619
104.0814874	30.65505682
104.108382	30.68200853
104.0716961	30.61374721
104.1090771	30.66635166
103.9761532	30.74375889
104.0421176	30.64605112
104.0951262	30.66266093
103.9915304	30.67260637
104.1729236	30.68743974
104.0660554	30.66856751
104.1975914	30.8314282
103.9400341	30.79619282
103.9877483	30.62475517
104.3151984	30.56991993
104.07264	30.68620237
104.1193525	30.64752084
104.0986059	30.70435529
104.0719476	30.69903612
104.1329387	30.67164384
104.0359237	30.67020265
104.0385187	30.71429497
103.8015243	30.96608917
104.0024264	30.70999166
104.0649627	30.71980847
104.1374052	30.75349353
104.0528679	30.66282643
104.0809785	30.63907226
104.0782159	30.66945182
104.0334461	30.75466376
103.8325337	30.68024285
103.994773	30.56489546
104.0228111	30.69082847
103.9456472	30.57287543
104.1471566	30.63062714
104.1058252	30.61435775
104.0981447	30.6426209
