110.3314	20.0188
110.2404453	20.02271925
110.4708278	19.93931127
110.3290961	19.90254632
110.3237238	19.99383377
110.3285257	19.980268
110.2852244	19.99921179
110.3347541	20.02834227
110.3143643	19.99476158
110.3237284	20.06310555
110.341272	20.05100338
110.3263107	20.03002723
110.3590744	20.00323653
110.3515938	20.05412591
110.3423371	19.97319288
110.321802	20.01475284
110.3086874	20.02508295
110.3506586	20.03073255
110.3409044	20.06493121
110.4084396	20.03402214
110.1891409	20.02969317
110.2883189	19.97515756
110.3022997	19.99955777
110.3519748	20.01952177
110.3444024	19.98537979
110.2866745	20.01255714
110.345852	19.99941238
110.3393573	20.03923825
110.3369802	20.00728793
110.3237853	20.0221964
110.36645	20.0378988
110.3437659	20.01962346
110.3848337	19.98201962
110.3623108	20.06355609
110.3671559	19.98896324
110.3276079	20.04356381
110.2629865	20.0053213
110.3248303	20.00496983
110.3181958	20.02294255
110.3700774	20.0091048
110.3418795	20.02936237
110.3341004	19.99574589
110.3759858	20.02041934
110.3065652	20.0121397
110.2979385	20.02161094
110.3641765	20.02583613
110.3323268	20.020537
110.3544352	20.04155341
110.4410496	19.97362021
110.3182101	20.03634636
110.3194011	20.02769085
